time,index,temperature_C,humidity,windspeed_kph,wind_direction_degres,wind_direction,pressure_mBar,visibility_km,wind_chill_C,fog,rain,snow,thunder,temperature_bin,wind_chill_bin,humidity_bin,hour,time_of_day,month,month_str,bad_weather,severe_weather
2015-01-01 00:00:00,0,-12.0,85,5.6,0,Variable,1037,5.0,-15.5,0,0,0,0,Very Cold,Very Cold,High,0,LateNight,1,Jan,0,0
2015-01-01 00:30:00,1,-11.0,85,3.7,0,Variable,1036,4.0,,0,0,0,0,Very Cold,Hot,High,0,LateNight,1,Jan,0,0
2015-01-01 01:00:00,2,-10.0,86,3.7,0,Variable,1036,4.0,,0,0,0,0,Very Cold,Hot,High,1,LateNight,1,Jan,0,0
2015-01-01 01:30:00,3,-10.0,86,0.0,0,North,1036,5.0,,0,0,0,0,Very Cold,Hot,High,1,LateNight,1,Jan,0,0
2015-01-01 02:00:00,4,-9.0,79,0.0,0,North,1036,4.0,,0,0,0,0,Very Cold,Hot,High,2,LateNight,1,Jan,0,0
2015-01-01 02:30:00,5,-8.0,79,3.7,0,Variable,1036,4.0,,0,0,0,0,Very Cold,Hot,High,2,LateNight,1,Jan,0,0
2015-01-01 03:00:00,6,-7.0,74,9.3,230,SW,1036,5.0,-11.4,0,0,0,0,Very Cold,Very Cold,High,3,LateNight,1,Jan,0,0
2015-01-01 03:30:00,7,-7.0,74,11.1,250,WSW,1036,6.0,-12.0,0,0,0,0,Very Cold,Very Cold,High,3,LateNight,1,Jan,0,0
2015-01-01 04:00:00,8,-7.0,74,11.1,240,WSW,1035,6.0,-12.0,0,0,0,0,Very Cold,Very Cold,High,4,LateNight,1,Jan,0,0
2015-01-01 04:30:00,9,-7.0,74,11.1,220,SW,1035,8.0,-12.0,0,0,0,0,Very Cold,Very Cold,High,4,LateNight,1,Jan,0,0
2015-01-01 05:00:00,10,-7.0,74,13.0,220,SW,1035,8.0,-12.5,0,0,0,0,Very Cold,Very Cold,High,5,Morning,1,Jan,0,0
2015-01-01 05:30:00,11,-6.0,68,11.1,210,SSW,1035,8.0,-10.8,0,0,0,0,Very Cold,Very Cold,Moderate,5,Morning,1,Jan,0,0
2015-01-01 06:00:00,12,-6.0,74,11.1,200,SSW,1034,10.0,-10.8,0,0,0,0,Very Cold,Very Cold,High,6,Morning,1,Jan,0,0
2015-01-01 06:30:00,13,-6.0,74,9.3,210,SSW,1035,10.0,-10.2,0,0,0,0,Very Cold,Very Cold,High,6,Morning,1,Jan,0,0
2015-01-01 07:00:00,14,-6.0,74,7.4,220,SW,1035,10.0,-9.5,0,0,0,0,Very Cold,Very Cold,High,7,Morning,1,Jan,0,0
2015-01-01 07:30:00,15,-6.0,74,9.3,220,SW,1034,10.0,-10.2,0,0,0,0,Very Cold,Very Cold,High,7,Morning,1,Jan,0,0
2015-01-01 08:00:00,16,-6.0,74,7.4,220,SW,1035,10.0,-9.5,0,0,0,0,Very Cold,Very Cold,High,8,Morning,1,Jan,0,0
2015-01-01 08:30:00,17,-5.0,68,9.3,220,SW,1035,10.0,-9.0,0,0,0,0,Very Cold,Very Cold,Moderate,8,Morning,1,Jan,0,0
2015-01-01 09:00:00,18,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,Very Cold,Very Cold,Moderate,9,Morning,1,Jan,0,0
2015-01-01 09:30:00,19,-5.0,68,11.1,220,SW,1035,10.0,-9.6,0,0,0,0,Very Cold,Very Cold,Moderate,9,Morning,1,Jan,0,0
2015-01-01 10:00:00,20,-5.0,68,9.3,210,SSW,1035,10.0,-9.0,0,0,0,0,Very Cold,Very Cold,Moderate,10,Morning,1,Jan,0,0
2015-01-01 10:30:00,21,-4.0,64,11.1,210,SSW,1035,10.0,-8.4,0,0,0,0,Very Cold,Very Cold,Moderate,10,Morning,1,Jan,0,0
2015-01-01 11:00:00,22,-4.0,64,11.1,210,SSW,1035,10.0,-8.4,0,0,0,0,Very Cold,Very Cold,Moderate,11,Morning,1,Jan,0,0
2015-01-01 11:30:00,23,-4.0,69,9.3,230,SW,1035,10.0,-7.8,0,0,0,0,Very Cold,Very Cold,Moderate,11,Morning,1,Jan,0,0
2015-01-01 12:00:00,24,-3.0,64,9.3,230,SW,1034,10.0,-6.7,0,0,0,0,Very Cold,Very Cold,Moderate,12,Afternoon,1,Jan,0,0
2015-01-01 12:30:00,25,-3.0,64,9.3,250,WSW,1034,10.0,-6.7,0,0,0,0,Very Cold,Very Cold,Moderate,12,Afternoon,1,Jan,0,0
2015-01-01 13:00:00,26,-3.0,64,7.4,230,SW,1034,10.0,-6.0,0,0,0,0,Very Cold,Very Cold,Moderate,13,Afternoon,1,Jan,0,0
2015-01-01 13:30:00,27,-3.0,64,7.4,220,SW,1034,10.0,-6.0,0,0,0,0,Very Cold,Very Cold,Moderate,13,Afternoon,1,Jan,0,0
2015-01-01 14:00:00,28,-3.0,64,9.3,240,WSW,1034,8.0,-6.7,0,0,0,0,Very Cold,Very Cold,Moderate,14,Afternoon,1,Jan,0,0
2015-01-01 14:30:00,29,-3.0,64,7.4,230,SW,1034,9.0,-6.0,0,0,0,0,Very Cold,Very Cold,Moderate,14,Afternoon,1,Jan,0,0
2015-01-01 15:00:00,30,-3.0,64,7.4,250,WSW,1034,8.0,-6.0,0,0,0,0,Very Cold,Very Cold,Moderate,15,Afternoon,1,Jan,0,0
2015-01-01 15:30:00,31,-3.0,69,7.4,220,SW,1034,8.0,-6.0,0,0,1,0,Very Cold,Very Cold,Moderate,15,Afternoon,1,Jan,0,1
2015-01-01 16:00:00,32,-3.0,69,11.1,240,WSW,1034,6.0,-7.2,0,0,1,0,Very Cold,Very Cold,Moderate,16,Afternoon,1,Jan,0,1
2015-01-01 16:30:00,33,-3.0,74,7.4,210,SSW,1034,6.0,-6.0,0,0,1,0,Very Cold,Very Cold,High,16,Afternoon,1,Jan,0,1
2015-01-01 17:00:00,34,-3.0,69,5.6,0,Variable,1035,6.0,-5.2,0,0,1,0,Very Cold,Very Cold,Moderate,17,Evening,1,Jan,0,1
2015-01-01 17:30:00,35,-3.0,74,7.4,190,South,1035,6.0,-6.0,0,0,0,0,Very Cold,Very Cold,High,17,Evening,1,Jan,0,0
2015-01-01 18:00:00,36,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,Very Cold,Very Cold,High,18,Evening,1,Jan,0,0
2015-01-01 18:30:00,37,-3.0,80,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,Very Cold,Very Cold,High,18,Evening,1,Jan,0,0
2015-01-01 19:00:00,38,-3.0,80,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,Very Cold,Very Cold,High,19,Evening,1,Jan,0,0
2015-01-01 19:30:00,39,-3.0,74,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,Very Cold,Very Cold,High,19,Evening,1,Jan,0,0
2015-01-01 20:00:00,40,-3.0,80,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,Very Cold,Very Cold,High,20,Evening,1,Jan,0,0
2015-01-01 20:30:00,41,-3.0,80,7.4,140,SE,1034,6.0,-6.0,0,0,0,0,Very Cold,Very Cold,High,20,Evening,1,Jan,0,0
2015-01-01 21:00:00,42,-3.0,86,5.6,0,Variable,1034,6.0,-5.2,0,0,0,0,Very Cold,Very Cold,High,21,Night,1,Jan,0,0
2015-01-01 21:30:00,43,-3.0,86,3.7,0,Variable,1034,6.0,,0,1,0,0,Very Cold,Hot,High,21,Night,1,Jan,1,0
2015-01-01 22:00:00,44,-3.0,86,9.3,140,SE,1034,5.0,-6.7,0,0,0,0,Very Cold,Very Cold,High,22,Night,1,Jan,0,0
2015-01-01 22:30:00,45,-3.0,93,7.4,160,SSE,1034,5.0,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,22,Night,1,Jan,0,0
2015-01-01 23:00:00,46,-3.0,93,5.6,0,Variable,1035,5.0,-5.2,0,0,0,0,Very Cold,Very Cold,Very High,23,Night,1,Jan,0,0
2015-01-01 23:30:00,47,-3.0,93,5.6,0,Variable,1034,4.0,-5.2,0,0,0,0,Very Cold,Very Cold,Very High,23,Night,1,Jan,0,0
2015-01-02 00:00:00,48,-3.0,93,7.4,140,SE,1034,4.0,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,0,LateNight,1,Jan,0,0
2015-01-02 00:30:00,49,-3.0,93,7.4,150,SSE,1034,4.0,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,0,LateNight,1,Jan,0,0
2015-01-02 01:00:00,50,-3.0,93,3.7,0,Variable,1034,4.0,,0,0,0,0,Very Cold,Hot,Very High,1,LateNight,1,Jan,0,0
2015-01-02 01:30:00,51,-3.0,93,5.6,0,Variable,1033,4.0,-5.2,0,0,0,0,Very Cold,Very Cold,Very High,1,LateNight,1,Jan,0,0
2015-01-02 02:00:00,52,-3.0,93,5.6,0,Variable,1033,3.5,-5.2,0,0,0,0,Very Cold,Very Cold,Very High,2,LateNight,1,Jan,0,0
2015-01-02 02:30:00,53,-3.0,93,7.4,150,SSE,1033,3.5,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,2,LateNight,1,Jan,0,0
2015-01-02 03:00:00,54,-3.0,93,5.6,0,Variable,1033,3.0,-5.2,0,0,0,0,Very Cold,Very Cold,Very High,3,LateNight,1,Jan,0,0
2015-01-02 03:30:00,55,-3.0,93,9.3,160,SSE,1033,3.0,-6.7,0,0,0,0,Very Cold,Very Cold,Very High,3,LateNight,1,Jan,0,0
2015-01-02 04:00:00,56,-3.0,93,7.4,150,SSE,1032,2.4,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,4,LateNight,1,Jan,0,0
2015-01-02 04:30:00,57,-3.0,93,7.4,180,South,1032,0.8,-6.0,1,0,0,0,Very Cold,Very Cold,Very High,4,LateNight,1,Jan,1,0
2015-01-02 05:00:00,58,-3.0,100,7.4,180,South,1032,0.8,-6.0,1,0,0,0,Very Cold,Very Cold,Very High,5,Morning,1,Jan,1,0
2015-01-02 05:30:00,59,-3.0,100,5.6,0,Variable,1031,0.8,-5.2,1,0,0,0,Very Cold,Very Cold,Very High,5,Morning,1,Jan,1,0
2015-01-02 06:00:00,60,-3.0,100,7.4,150,SSE,1031,0.8,-6.0,1,0,0,0,Very Cold,Very Cold,Very High,6,Morning,1,Jan,1,0
2015-01-02 06:30:00,61,-3.0,100,5.6,0,Variable,1032,0.5,-5.2,1,0,0,0,Very Cold,Very Cold,Very High,6,Morning,1,Jan,1,0
2015-01-02 07:00:00,62,-3.0,100,7.4,130,SE,1031,0.2,-6.0,1,0,0,0,Very Cold,Very Cold,Very High,7,Morning,1,Jan,1,0
2015-01-02 07:30:00,63,-3.0,100,5.6,0,Variable,1032,0.2,-5.2,1,0,0,0,Very Cold,Very Cold,Very High,7,Morning,1,Jan,1,0
2015-01-02 08:00:00,64,-3.0,100,5.6,0,Variable,1032,0.3,-5.2,1,0,0,0,Very Cold,Very Cold,Very High,8,Morning,1,Jan,1,0
2015-01-02 08:30:00,65,-3.0,100,5.6,0,Variable,1032,0.4,-5.2,0,0,0,0,Very Cold,Very Cold,Very High,8,Morning,1,Jan,0,0
2015-01-02 09:00:00,66,-3.0,100,7.4,150,SSE,1031,0.6,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,9,Morning,1,Jan,0,0
2015-01-02 09:30:00,67,-3.0,100,7.4,160,SSE,1031,1.6,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,9,Morning,1,Jan,0,0
2015-01-02 10:00:00,68,-2.0,100,11.1,150,SSE,1031,2.8,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,10,Morning,1,Jan,0,0
2015-01-02 10:30:00,69,-2.0,100,11.1,180,South,1031,3.0,-6.0,0,0,0,0,Very Cold,Very Cold,Very High,10,Morning,1,Jan,0,0
2015-01-02 11:00:00,70,-2.0,100,9.3,180,South,1031,3.5,-5.5,0,0,0,0,Very Cold,Very Cold,Very High,11,Morning,1,Jan,0,0
2015-01-02 11:30:00,71,-1.0,93,9.3,150,SSE,1030,5.759827928524157,-4.3,0,0,0,0,Very Cold,Very Cold,Very High,11,Morning,1,Jan,0,0
2015-01-02 12:00:00,72,-1.0,93,11.1,160,SSE,1030,4.0,-4.8,0,0,0,0,Very Cold,Very Cold,Very High,12,Afternoon,1,Jan,0,0
2015-01-02 12:30:00,73,0.0,87,11.1,150,SSE,1029,5.0,-3.6,0,0,0,0,Cold,Very Cold,High,12,Afternoon,1,Jan,0,0
2015-01-02 13:00:00,74,0.0,87,11.1,180,South,1029,6.0,-3.6,0,0,0,0,Cold,Very Cold,High,13,Afternoon,1,Jan,0,0
2015-01-02 13:30:00,75,1.0,81,9.3,190,South,1028,7.0,-1.9,0,0,0,0,Cold,Very Cold,High,13,Afternoon,1,Jan,0,0
2015-01-02 14:00:00,76,0.0,87,9.3,200,SSW,1028,7.0,-3.1,0,0,0,0,Cold,Very Cold,High,14,Afternoon,1,Jan,0,0
2015-01-02 14:30:00,77,0.0,87,11.1,170,South,1028,7.0,-3.6,0,0,0,0,Cold,Very Cold,High,14,Afternoon,1,Jan,0,0
2015-01-02 15:00:00,78,1.0,81,11.1,190,South,1027,7.0,-2.4,0,0,0,0,Cold,Very Cold,High,15,Afternoon,1,Jan,0,0
2015-01-02 15:30:00,79,1.0,81,7.4,160,SSE,1027,7.0,-1.4,0,0,0,0,Cold,Very Cold,High,15,Afternoon,1,Jan,0,0
2015-01-02 16:00:00,80,0.0,87,5.6,0,Variable,1027,5.0,-1.8,0,0,0,0,Cold,Very Cold,High,16,Afternoon,1,Jan,0,0
2015-01-02 16:30:00,81,0.0,87,5.6,0,Variable,1027,5.0,-1.8,0,0,0,0,Cold,Very Cold,High,16,Afternoon,1,Jan,0,0
2015-01-02 17:00:00,82,0.0,87,5.6,0,Variable,1026,5.0,-1.8,0,0,0,0,Cold,Very Cold,High,17,Evening,1,Jan,0,0
2015-01-02 17:30:00,83,0.0,87,7.4,160,SSE,1026,5.0,-2.5,0,1,0,0,Cold,Very Cold,High,17,Evening,1,Jan,1,0
2015-01-02 18:00:00,84,0.0,93,9.3,180,South,1026,5.0,-3.1,0,1,0,0,Cold,Very Cold,Very High,18,Evening,1,Jan,1,0
2015-01-02 18:30:00,85,0.0,93,9.3,200,SSW,1026,4.5,-3.1,0,1,0,0,Cold,Very Cold,Very High,18,Evening,1,Jan,1,0
2015-01-02 19:00:00,86,0.0,100,13.0,210,SSW,1026,4.5,-4.0,0,1,0,0,Cold,Very Cold,Very High,19,Evening,1,Jan,1,0
2015-01-02 19:30:00,87,0.0,100,13.0,210,SSW,1026,3.5,-4.0,0,1,0,0,Cold,Very Cold,Very High,19,Evening,1,Jan,1,0
2015-01-02 20:00:00,88,0.0,100,11.1,220,SW,1026,3.0,-3.6,0,0,0,0,Cold,Very Cold,Very High,20,Evening,1,Jan,0,0
2015-01-02 20:30:00,89,0.0,100,9.3,230,SW,1026,3.0,-3.1,1,0,0,0,Cold,Very Cold,Very High,20,Evening,1,Jan,1,0
2015-01-02 21:00:00,90,1.0,93,14.8,220,SW,1026,2.5,-3.1,1,1,0,0,Cold,Very Cold,Very High,21,Night,1,Jan,1,1
2015-01-02 21:30:00,91,1.0,100,11.1,240,WSW,1026,2.5,-2.4,0,0,0,0,Cold,Very Cold,Very High,21,Night,1,Jan,0,0
2015-01-02 22:00:00,92,1.0,100,7.4,260,West,1026,2.5,-1.4,0,0,0,0,Cold,Very Cold,Very High,22,Night,1,Jan,0,0
2015-01-02 22:30:00,93,1.0,100,9.3,230,SW,1026,2.5,-1.9,0,0,0,0,Cold,Very Cold,Very High,22,Night,1,Jan,0,0
2015-01-02 23:00:00,94,1.0,100,14.8,250,WSW,1026,3.0,-3.1,0,0,0,0,Cold,Very Cold,Very High,23,Night,1,Jan,0,0
2015-01-02 23:30:00,95,2.0,100,13.0,250,WSW,1026,3.5,-1.5,0,0,0,0,Cold,Very Cold,Very High,23,Night,1,Jan,0,0
2015-01-03 00:00:00,96,4.0,93,22.2,280,West,1026,5.0,-0.4,0,0,0,0,Cold,Very Cold,Very High,0,LateNight,1,Jan,0,0
2015-01-03 00:30:00,97,3.0,93,20.4,280,West,1026,8.0,-1.5,0,0,0,0,Cold,Very Cold,Very High,0,LateNight,1,Jan,0,0
2015-01-03 01:00:00,98,3.0,87,25.9,290,WNW,1026,8.821045576407506,-2.1,0,0,0,0,Cold,Very Cold,High,1,LateNight,1,Jan,0,0
2015-01-03 01:30:00,99,3.0,81,27.8,300,WNW,1026,8.821045576407506,-2.3,0,0,0,0,Cold,Very Cold,High,1,LateNight,1,Jan,0,0
2015-01-03 02:00:00,100,2.0,87,22.2,290,WNW,1027,8.821045576407506,-3.0,0,0,0,0,Cold,Very Cold,High,2,LateNight,1,Jan,0,0
2015-01-03 02:30:00,101,2.0,81,25.9,290,WNW,1027,8.821045576407506,-3.4,0,0,0,0,Cold,Very Cold,High,2,LateNight,1,Jan,0,0
2015-01-03 03:00:00,102,3.0,81,27.8,280,West,1027,8.821045576407506,-2.3,0,0,0,0,Cold,Very Cold,High,3,LateNight,1,Jan,0,0
2015-01-03 03:30:00,103,3.0,75,29.6,280,West,1027,8.821045576407506,-2.5,0,0,0,0,Cold,Very Cold,High,3,LateNight,1,Jan,0,0
2015-01-03 04:00:00,104,3.0,75,27.8,290,WNW,1027,8.821045576407506,-2.3,0,0,0,0,Cold,Very Cold,High,4,LateNight,1,Jan,0,0
2015-01-03 04:30:00,105,3.0,75,29.6,280,West,1027,8.821045576407506,-2.5,0,0,0,0,Cold,Very Cold,High,4,LateNight,1,Jan,0,0
2015-01-03 05:00:00,106,3.0,70,27.8,280,West,1027,9.850953206239168,-2.3,0,0,0,0,Cold,Very Cold,Moderate,5,Morning,1,Jan,0,0
2015-01-03 05:30:00,107,3.0,70,25.9,290,WNW,1027,9.850953206239168,-2.1,0,0,0,0,Cold,Very Cold,Moderate,5,Morning,1,Jan,0,0
2015-01-03 06:00:00,108,3.0,70,24.1,290,WNW,1027,9.850953206239168,-1.9,0,0,0,0,Cold,Very Cold,Moderate,6,Morning,1,Jan,0,0
2015-01-03 06:30:00,109,3.0,65,25.9,290,WNW,1028,9.850953206239168,-2.1,0,0,0,0,Cold,Very Cold,Moderate,6,Morning,1,Jan,0,0
2015-01-03 07:00:00,110,3.0,65,27.8,290,WNW,1028,9.850953206239168,-2.3,0,0,0,0,Cold,Very Cold,Moderate,7,Morning,1,Jan,0,0
2015-01-03 07:30:00,111,3.0,65,24.1,280,West,1028,9.850953206239168,-1.9,0,0,0,0,Cold,Very Cold,Moderate,7,Morning,1,Jan,0,0
2015-01-03 08:00:00,112,3.0,65,14.8,300,WNW,1028,10.0,-0.7,0,0,0,0,Cold,Very Cold,Moderate,8,Morning,1,Jan,0,0
2015-01-03 08:30:00,113,3.0,65,11.1,290,WNW,1028,10.0,0.0,0,0,0,0,Cold,Cold,Moderate,8,Morning,1,Jan,0,0
2015-01-03 09:00:00,114,4.0,65,16.7,270,West,1028,10.0,0.3,0,0,0,0,Cold,Cold,Moderate,9,Morning,1,Jan,0,0
2015-01-03 09:30:00,115,3.0,70,11.1,240,WSW,1028,10.0,0.0,0,0,0,0,Cold,Cold,Moderate,9,Morning,1,Jan,0,0
2015-01-03 10:00:00,116,5.0,61,14.8,280,West,1028,10.0,1.8,0,0,0,0,Cold,Cold,Moderate,10,Morning,1,Jan,0,0
2015-01-03 10:30:00,117,6.0,57,18.5,260,West,1028,10.0,2.5,0,0,0,0,Cold,Cold,Moderate,10,Morning,1,Jan,0,0
2015-01-03 11:00:00,118,6.0,57,22.2,250,WSW,1027,10.0,2.1,0,0,0,0,Cold,Cold,Moderate,11,Morning,1,Jan,0,0
2015-01-03 11:30:00,119,6.0,57,18.5,270,West,1027,10.0,2.5,0,0,0,0,Cold,Cold,Moderate,11,Morning,1,Jan,0,0
2015-01-03 12:00:00,120,5.0,57,27.8,300,WNW,1027,10.0,0.3,0,0,0,0,Cold,Cold,Moderate,12,Afternoon,1,Jan,0,0
2015-01-03 12:30:00,121,6.0,53,27.8,310,NW,1026,10.0,1.6,0,0,0,0,Cold,Cold,Low,12,Afternoon,1,Jan,0,0
2015-01-03 13:00:00,122,6.0,53,22.2,290,WNW,1026,10.0,2.1,0,0,0,0,Cold,Cold,Low,13,Afternoon,1,Jan,0,0
2015-01-03 13:30:00,123,6.0,53,24.1,280,West,1025,10.0,1.9,0,0,0,0,Cold,Cold,Low,13,Afternoon,1,Jan,0,0
2015-01-03 14:00:00,124,6.0,49,27.8,290,WNW,1025,10.0,1.6,0,0,0,0,Cold,Cold,Low,14,Afternoon,1,Jan,0,0
2015-01-03 14:30:00,125,6.0,49,20.4,290,WNW,1024,10.0,2.3,0,0,0,0,Cold,Cold,Low,14,Afternoon,1,Jan,0,0
2015-01-03 15:00:00,126,5.0,57,11.1,300,WNW,1024,9.850953206239168,2.5,0,0,0,0,Cold,Cold,Moderate,15,Afternoon,1,Jan,0,0
2015-01-03 15:30:00,127,6.0,49,14.8,280,West,1023,10.0,3.0,0,0,0,0,Cold,Cold,Low,15,Afternoon,1,Jan,0,0
2015-01-03 16:00:00,128,4.0,56,7.4,250,WSW,1023,9.850953206239168,2.1,0,0,0,0,Cold,Cold,Moderate,16,Afternoon,1,Jan,0,0
2015-01-03 16:30:00,129,4.0,52,11.1,250,WSW,1022,10.0,1.2,0,0,0,0,Cold,Cold,Low,16,Afternoon,1,Jan,0,0
2015-01-03 17:00:00,130,3.0,65,13.0,230,SW,1022,9.850953206239168,-0.3,0,0,0,0,Cold,Very Cold,Moderate,17,Evening,1,Jan,0,0
2015-01-03 17:30:00,131,4.0,65,13.0,230,SW,1022,9.850953206239168,0.9,0,0,0,0,Cold,Cold,Moderate,17,Evening,1,Jan,0,0
2015-01-03 18:00:00,132,3.0,75,14.8,230,SW,1021,8.821045576407506,-0.7,0,0,0,0,Cold,Very Cold,High,18,Evening,1,Jan,0,0
2015-01-03 18:30:00,133,3.0,75,7.4,220,SW,1020,8.821045576407506,1.0,0,0,0,0,Cold,Cold,High,18,Evening,1,Jan,0,0
2015-01-03 19:00:00,134,3.0,75,7.4,190,South,1019,10.0,1.0,0,0,0,0,Cold,Cold,High,19,Evening,1,Jan,0,0
2015-01-03 19:30:00,135,3.0,70,5.6,0,Variable,1019,10.0,1.6,0,0,0,0,Cold,Cold,Moderate,19,Evening,1,Jan,0,0
2015-01-03 20:00:00,136,3.0,70,5.6,0,Variable,1018,10.0,1.6,0,0,0,0,Cold,Cold,Moderate,20,Evening,1,Jan,0,0
2015-01-03 20:30:00,137,3.0,70,9.3,250,WSW,1018,8.0,0.5,0,1,1,0,Cold,Cold,Moderate,20,Evening,1,Jan,1,1
2015-01-03 21:00:00,138,2.0,87,14.8,250,WSW,1018,8.0,-1.9,0,1,1,0,Cold,Very Cold,High,21,Night,1,Jan,1,1
